
CATEGORY=Internal|Default.MOD	DEFINE:MaxStatNPC|0





###Block: Villian Options
Death Domain	KEY:Divine Domain ~ Death Domain	CATEGORY:Special Ability	TYPE:Cleric Class Feature.Divine Domain	SOURCEPAGE:p.96	DESC:The Death domain is concerned with the forces that cause death, as well as the negative energy that gives rise to undead creatures. Deities such as Chemosh, Myrkul, and WeeJas are patrons of necromancers, death knights, liches, mummy lords, and vampires. Gods of the Death domain also embody murder (Anubi . Bhaal, and Pyremius), pain (Iuz or Loviatar), disease or poison (Incabulos, Talona, or Morgion), and the underworld (Hades and Hel).	SPELLLEVEL:CLASS|Cleric=1|False Life,Ray of Sickness|PRECLASS:1,Cleric=1	SPELLLEVEL:CLASS|Cleric=2|Blindness/Deafness,Ray of Enfeeblement|PRECLASS:1,Cleric=3	SPELLLEVEL:CLASS|Cleric=3|Animate Dead,Vampiric Touch|PRECLASS:1,Cleric=5	SPELLLEVEL:CLASS|Cleric=4|Blight,Death Ward|PRECLASS:1,Cleric=7	SPELLLEVEL:CLASS|Cleric=5|Antilife Shell,Cloudkill|PRECLASS:1,Cleric=9	ABILITY:Cleric Class Feature|AUTOMATIC|Death Domain ~ Bonus Proficiency|Death Domain ~ Reaper|PRECLASS:1,Cleric=1	ABILITY:Cleric Class Feature|AUTOMATIC|Channel Divinity ~ Touch Of Death|PRECLASS:1,Cleric=2		ABILITY:Cleric Class Feature|AUTOMATIC|Death Domain ~ Inescapable Destruction|PRECLASS:1,Cleric=6			ABILITY:Cleric Class Feature|AUTOMATIC|Death Domain ~ Divine Strike|PRECLASS:1,Cleric=8		ABILITY:Cleric Class Feature|AUTOMATIC|Death Domain ~ Improved Reaper|PRECLASS:1,Cleric=17	
#
Bonus Proficiency					KEY:Death Domain ~ Bonus Proficiency		SOURCEPAGE:p.96	CATEGORY:Special Ability	TYPE:Cleric Class Feature.SpecialQuality	DESC:When the cleric chooses this domain at 1st level, he or she gains proficiency with martial weapons.
Reaper						KEY:Death Domain ~ Reaper				SOURCEPAGE:p.96	CATEGORY:Special Ability	TYPE:Cleric Class Feature.SpecialQuality	DESC:At 1st level, the cleric learns one necromancy cantrip of his or her choice from any spell list. When the cleric casts a necromancy cantrip that normally targets only one creature, the spell can instead target two creatures within range and within 5 feet of each other.
Channel Divinity: Touch Of Death		KEY:Channel Divinity ~ Touch Of Death		SOURCEPAGE:p.97	CATEGORY:Special Ability	TYPE:Cleric Class Feature.SpecialQuality	DESC:Starting at 2nd level, the cleric can use Channel Divinity to destroy another creature's life force by touch. When the cleric hits a creature with a melee attack, The cleric can use Channel Divinity to deal extra Necrotic damage to the target. The damage equals 5 + Twice his or her cleric level.
Inescapable Destruction				KEY:Death Domain ~ Inescapable Destruction	SOURCEPAGE:p.97	CATEGORY:Special Ability	TYPE:Cleric Class Feature.SpecialQuality	DESC:Starting at 6th level, the cleric's ability to channel negative energy becomes more potent. Necrotic damage dealt by the character's cleric spells and Channel Divinity options ignores resistance to necrotic damage.
Divine Strike					KEY:Death Domain ~ Divine Strike			SOURCEPAGE:p.97	CATEGORY:Special Ability	TYPE:Cleric Class Feature.SpecialQuality	DESC:At 8th level, the cleric gains the ability to infuse his or weapon strikes with necrotic energy. Once on each of the cleric's turns when he or she hits a creature with a weapon attack, the cleric can cause the attack to deal an extra 1d8 necrotic damage to the target. When the cleric reaches 14th level, the extra damage increases to 2d8.
Dragon Scale Mail (Gold)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Dragon_Scale_Mail_Gold,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Dragon Scale Mail (Gold))|PREVAREQ:Attunement_Dragon_Scale_Mail_Gold,0					
Dragon Scale Mail (Green)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Dragon_Scale_Mail_Green,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Dragon Scale Mail (Green))|PREVAREQ:Attunement_Dragon_Scale_Mail_Green,0					
Dragon Scale Mail (Red)						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Dragon_Scale_Mail_Red,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Dragon Scale Mail (Red))|PREVAREQ:Attunement_Dragon_Scale_Mail_Red,0					
Dragon Scale Mail (Silver)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Dragon_Scale_Mail_Silver,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Dragon Scale Mail (Silver))|PREVAREQ:Attunement_Dragon_Scale_Mail_Silver,0				
Dragon Scale Mail (White)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Dragon_Scale_Mail_White,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Dragon Scale Mail (White))|PREVAREQ:Attunement_Dragon_Scale_Mail_White,0					
Dwarven Thrower							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Dwarven_Thrower,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Dwarven Thrower)|PREVAREQ:Attunement_Dwarven_Thrower,0						
Efreeti Bottle							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Efreeti_Bottle,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Efreeti Bottle)|PREVAREQ:Attunement_Efreeti_Bottle,0						
Efreeti Chain							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Efreeti_Chain,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Efreeti Chain)|PREVAREQ:Attunement_Efreeti_Chain,0						
Eyes Of Charming							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Eyes_Of_Charming,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Eyes Of Charming)|PREVAREQ:Attunement_Eyes_Of_Charming,0						
Eyes Of The Eagle							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Eyes_Of_The_Eagle,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Eyes Of The Eagle)|PREVAREQ:Attunement_Eyes_Of_The_Eagle,0						
Gauntlets Of Ogre Power						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Gauntlets_Of_Ogre_Power,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Gauntlets Of Ogre Power)|PREVAREQ:Attunement_Gauntlets_Of_Ogre_Power,0					
Gem Of Seeing							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Gem_Of_Seeing,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Gem Of Seeing)|PREVAREQ:Attunement_Gem_Of_Seeing,0						
Gloves Of Missile Snaring					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Gloves_Of_Missile_Snaring,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Gloves Of Missile Snaring)|PREVAREQ:Attunement_Gloves_Of_Missile_Snaring,0				
Gloves Of Swimming And Climbing				COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Gloves_Of_Swimming_And_Climbing,1			ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Gloves Of Swimming And Climbing)|PREVAREQ:Attunement_Gloves_Of_Swimming_And_Climbing,0			
Hat Of Disguise							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Hat_Of_Disguise,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Hat Of Disguise)|PREVAREQ:Attunement_Hat_Of_Disguise,0						
Headband Of Intellect						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Headband_Of_Intellect,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Headband Of Intellect)|PREVAREQ:Attunement_Headband_Of_Intellect,0					
Helm Of Brilliance						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Helm_Of_Brilliance,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Helm Of Brilliance)|PREVAREQ:Attunement_Helm_Of_Brilliance,0					
Helm Of Telepathy							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Helm_Of_Telepathy,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Helm Of Telepathy)|PREVAREQ:Attunement_Helm_Of_Telepathy,0						
Helm Of Teleportation						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Helm_Of_Teleportation,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Helm Of Teleportation)|PREVAREQ:Attunement_Helm_Of_Teleportation,0					
Instrument Of The Bards (Anstruth Harp)			COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Instrument_Of_The_Bards_Anstruth_Harp,1		ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Instrument Of The Bards (Anstruth Harp))|PREVAREQ:Attunement_Instrument_Of_The_Bards_Anstruth_Harp,0		
Instrument Of The Bards (Canaith Mandolin)		COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Instrument_Of_The_Bards_Canaith_Mandolin,1		ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Instrument Of The Bards (Canaith Mandolin))|PREVAREQ:Attunement_Instrument_Of_The_Bards_Canaith_Mandolin,0		
Instrument Of The Bards (Cli Lyre)				COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Instrument_Of_The_Bards_Cli_Lyre,1			ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Instrument Of The Bards (Cli Lyre))|PREVAREQ:Attunement_Instrument_Of_The_Bards_Cli_Lyre,0			
Instrument Of The Bards (Doss Lute)				COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Instrument_Of_The_Bards_Doss_Lute,1			ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Instrument Of The Bards (Doss Lute))|PREVAREQ:Attunement_Instrument_Of_The_Bards_Doss_Lute,0			
Instrument Of The Bards (Fochlucan Bandore)		COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Instrument_Of_The_Bards_Fochlucan_Bandore,1		ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Instrument Of The Bards (Fochlucan Bandore))|PREVAREQ:Attunement_Instrument_Of_The_Bards_Fochlucan_Bandore,0		
Instrument Of The Bards (Max-Fuirmidh Cittern)		COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Instrument_Of_The_Bards_Max-Fuirmidh_Cittern,1	ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Instrument Of The Bards (Max-Fuirmidh Cittern))|PREVAREQ:Attunement_Instrument_Of_The_Bards_Max-Fuirmidh_Cittern,0	
Instrument Of The Bards (Ollamh Harp)			COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Instrument_Of_The_Bards_Ollamh_Harp,1			ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Instrument Of The Bards (Ollamh Harp))|PREVAREQ:Attunement_Instrument_Of_The_Bards_Ollamh_Harp,0			
Ioun Stone (Absorption)						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Absorption,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Absorption))|PREVAREQ:Attunement_Ioun_Stone_Absorption,0					
Ioun Stone (Agility)						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Agility,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Agility))|PREVAREQ:Attunement_Ioun_Stone_Agility,0					
Ioun Stone (Awareness)						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Awareness,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Awareness))|PREVAREQ:Attunement_Ioun_Stone_Awareness,0					
Ioun Stone (Fortitude)						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Fortitude,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Fortitude))|PREVAREQ:Attunement_Ioun_Stone_Fortitude,0					
Ioun Stone (Greater Absorption)				COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Greater_Absorption,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Greater Absorption))|PREVAREQ:Attunement_Ioun_Stone_Greater_Absorption,0				
Ioun Stone (Insight)						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Insight,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Insight))|PREVAREQ:Attunement_Ioun_Stone_Insight,0					
Ioun Stone (Intellect)						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Intellect,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Intellect))|PREVAREQ:Attunement_Ioun_Stone_Intellect,0					
Ioun Stone (Leadership)						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Leadership,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Leadership))|PREVAREQ:Attunement_Ioun_Stone_Leadership,0					
Ioun Stone (Mastery)						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Mastery,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Mastery))|PREVAREQ:Attunement_Ioun_Stone_Mastery,0					
Ioun Stone (Protection)						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Protection,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Protection))|PREVAREQ:Attunement_Ioun_Stone_Protection,0					
Ioun Stone (Regeneration)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Regeneration,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Regeneration))|PREVAREQ:Attunement_Ioun_Stone_Regeneration,0					
Ioun Stone (Reserve)						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Reserve,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Reserve))|PREVAREQ:Attunement_Ioun_Stone_Reserve,0					
Ioun Stone (Strength)						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Strength,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Strength))|PREVAREQ:Attunement_Ioun_Stone_Strength,0					
Ioun Stone (Sustenance)						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ioun_Stone_Sustenance,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ioun Stone (Sustenance))|PREVAREQ:Attunement_Ioun_Stone_Sustenance,0					
Iron Bands Of Bilarro						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Iron_Bands_Of_Bilarro,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Iron Bands Of Bilarro)|PREVAREQ:Attunement_Iron_Bands_Of_Bilarro,0					
Mace Of Disruption						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Mace_Of_Disruption,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Mace Of Disruption)|PREVAREQ:Attunement_Mace_Of_Disruption,0					
Mace Of Terror							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Mace_Of_Terror,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Mace Of Terror)|PREVAREQ:Attunement_Mace_Of_Terror,0						
Mantle Of Spell Resistance					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Mantle_Of_Spell_Resistance,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Mantle Of Spell Resistance)|PREVAREQ:Attunement_Mantle_Of_Spell_Resistance,0				
Medallion Of Thoughts						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Medallion_Of_Thoughts,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Medallion Of Thoughts)|PREVAREQ:Attunement_Medallion_Of_Thoughts,0					
Necklace Of Adaptation						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Necklace_Of_Adaptation,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Necklace Of Adaptation)|PREVAREQ:Attunement_Necklace_Of_Adaptation,0					
Necklace Of Prayer Beads					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Necklace_Of_Prayer_Beads,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Necklace Of Prayer Beads)|PREVAREQ:Attunement_Necklace_Of_Prayer_Beads,0				
Oathbow								COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Oathbow,1							ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Oathbow)|PREVAREQ:Attunement_Oathbow,0							
Pearl Of Power							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Pearl_Of_Power,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Pearl Of Power)|PREVAREQ:Attunement_Pearl_Of_Power,0						
Periapt Of Wound Closure					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Periapt_Of_Wound_Closure,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Periapt Of Wound Closure)|PREVAREQ:Attunement_Periapt_Of_Wound_Closure,0				
Pipes Of The Sewers						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Pipes_Of_The_Sewers,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Pipes Of The Sewers)|PREVAREQ:Attunement_Pipes_Of_The_Sewers,0					
Plate Armor Of Etherealness					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Plate_Armor_Of_Etherealness,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Plate Armor Of Etherealness)|PREVAREQ:Attunement_Plate_Armor_Of_Etherealness,0				
Ring Of Djinni Summoning					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Djinni_Summoning,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Djinni Summoning)|PREVAREQ:Attunement_Ring_Of_Djinni_Summoning,0				
Ring Of Air Elemental Command					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Air_Elemental_Command,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Air Elemental Command)|PREVAREQ:Attunement_Ring_Of_Air_Elemental_Command,0				
Ring Of Earth Elemental Command				COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Earth_Elemental_Command,1			ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Earth Elemental Command)|PREVAREQ:Attunement_Ring_Of_Earth_Elemental_Command,0			
Ring Of Fire Elemental Command				COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Fire_Elemental_Command,1			ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Fire Elemental Command)|PREVAREQ:Attunement_Ring_Of_Fire_Elemental_Command,0			
Ring Of Water Elemental Command				COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Water_Elemental_Command,1			ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Water Elemental Command)|PREVAREQ:Attunement_Ring_Of_Water_Elemental_Command,0			
Ring Of Evasion							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Evasion,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Evasion)|PREVAREQ:Attunement_Ring_Of_Evasion,0						
Ring Of Feather Falling						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Feather_Falling,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Feather Falling)|PREVAREQ:Attunement_Ring_Of_Feather_Falling,0					
Ring Of Free Action						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Free_Action,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Free Action)|PREVAREQ:Attunement_Ring_Of_Free_Action,0					
