# CVS $Revision: $ $Author: $ -- Thu Aug  7 12:47:32 2014 -- reformated by prettylst.pl v1.51 (build 24365)
SOURCELONG:Draconomicon	SOURCESHORT:Dr	SOURCEDATE:2004-11

CATEGORY=Internal|Default.MOD	DEFINE:BreathWeaponLine|0	BONUS:VAR|BreathWeaponLine|max((SIZE-1)*20,30)|TYPE=Base	DEFINE:BreathWeaponCone|0	BONUS:VAR|BreathWeaponCone|max((SIZE-1)*10,15)|TYPE=Base		DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDuration|0


Frightful Presence	KEY:Awakened Frightful Presence	CATEGORY:Special Ability	TYPE:SpecialAttack.Extraordinary.MindAffecting.Fear	VISIBLE:YES	DESC:%1 ft (Will DC %2)|AwakenedFrightfulPresRange|AwakenedFrightfulPresenceDC|PREVARGT:AwakenedFrightfulPresRange,0	DESC:Your very presence unsettling to foes. It takes effect automatically when you perform some sort of dramatic action (such as charging, attacking, or snarling). Opponents with fewer hit dice than your racial hitdice within range who witness the action may become frightened or shaken.	SERVESAS:ABILITY=Special Ability|Frightful Presence		DEFINE:AwakenedFrightfulPresRange|0	DEFINE:AwakenedFrightfulPresenceDC|0	BONUS:VAR|AwakenedFrightfulPresenceDC|10+(HD/2)+CHA			BONUS:VAR|AwakenedFrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)																				SOURCEPAGE:Drac
# TO DO set up Familiar
Dragon Familiar		CATEGORY:Special Ability	TYPE:Companion

# Ability Name								Clear Description	Description																																																																																					Source Page
CATEGORY=Special Ability|Vulnerability to Acid.MOD		DESC:.CLEAR		DESC:You take half again as much (+50%%) damage as normal from Acid, regardless of whether a saving throw is allowed, or if the save is a success or failure|PREVAREQ:VulnerabilityAcidLvl,0	DESC:You take quarter again as much (+25%%) damage as normal from Acid, regardless of whether a saving throw is allowed, or if the save is a success or failure|PREVAREQ:VulnerabilityAcidLvl,1	DESC:You have suppressed your vulnerability to Acid|PREVAREQ:VulnerabilityAcidLvl,2									SOURCEPAGE:p.305

# Sacred Warder of Bahamut
Weapon and Armor Proficiency	KEY:Sacred Warder of Bahamut ~ Weapon and Armor Proficiency			CATEGORY:Special Ability	TYPE:Sacred Warder of Bahamut Class Feature.Class Features.SpecialQuality					DESC:A sacred warder gains no proficiency with any weapons, armor, or shields.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														SOURCEPAGE:p.96
Divine Conversion			KEY:Sacred Warder of Bahamut ~ Divine Conversion				CATEGORY:Special Ability	TYPE:Sacred Warder of Bahamut Class Feature.Class Features.SpecialQuality					DESC:At 1st level, a sacred warder loses any effective sorcerer level it had previously gained by virtue of its age and draconic variety. Its effective divine spellcasting level increases by the number of sorcerer levels it sacrificed, allowing the dragon to cast cleric spells much more effectively. These effective levels apply only to the dragon's spellcasting, not to other class abilities (such as turning undead or wild shape). For example, a very old gold dragon/1st-level cleric adopts the sacred warder of Bahamut prestige class. Its sorcerer caster level of 13th converts into thirteen effective cleric levels, giving the dragon the spellcasting ability of a 14th-level cleric.																																																																																																																																																																																																																																																																																																																																																																																																									SOURCEPAGE:p.96
Smite Evil Dragons		KEY:Sacred Warder of Bahamut ~ Smite Evil Dragons				CATEGORY:Special Ability	TYPE:Supernatural.Sacred Warder of Bahamut Class Feature.Class Features.SpecialQuality			DESC:Once per day, a sacred warder of Bahamut of at least 2nd level may attempt to smite an evil dragon with one normal melee attack. It adds its Charisma bonus to its attack roll and deals 1 extra point of damage per class level. If the sacred warder accidentally smites a dragon that is not evil, or a creature that is not a dragon, the smite has no effect but it is still used up for that day. A sacred warder can smite any creature of the dragon type that has an evil alignment. At 6th level, a sacred warder may smite evil dragons twice per day, and at 10th level it can do so three times per day.																																																																																																																																																																																																																																																																																																																																																																																																																							SOURCEPAGE:p.96
Spellcasting			KEY:Sacred Warder of Bahamut ~ Spellcasting					CATEGORY:Special Ability	TYPE:Sacred Warder of Bahamut Class Feature.Class Features.SpecialQuality					DESC:From 2nd level on, when a new sacred warder level is gained, the dragon gains new spells per day as if it had also gained a level in a divine spellcasting class it belonged to before it added the prestige class. It does not, however, gain any other benefit a character of that class would have gained (an improved chance of turning or rebuking undead, wild shape, and so on). This essentially means that the dragon adds the level of sacred warder to the level of whatever divine spellcasting class the dragon has, then determines spells per day and caster level accordingly. If the dragon had more than one divine spellcasting class before becoming a sacred warder, the dragon must decide to which class it adds each level of sacred warder for the purpose of determining spells per day. A very old gold dragon/1st-level cleric/2nd-level sacred warder has the spellcasting ability of a 15th-level cleric: 13 from divine conversion of its sorcerer spellcasting levels, 1 from its single cleric level, and 1 from its two levels in the prestige class. If a dragon advances an age category after taking levels in this class, the added levels of spellcasting ability are added to its effective divine spellcasting level. If the very old gold dragon in the example above lives to be ancient, its spellcasting level would increase by 2, so it would cast spells as a 17th-level cleric.																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.97
Aura of Courage			KEY:Sacred Warder of Bahamut ~ Aura of Courage					CATEGORY:Special Ability	TYPE:Extraordinary.Sacred Warder of Bahamut Class Feature.Class Features.SpecialQuality			DESC:At 3rd level, a sacred warder becomes immune to fear effects. In addition, the dragon's frightful presence ability alters so that it inspires allies as well as striking terror into enemies. Allies within the radius of the dragon's aura (30 feet - its age category) are unaffected by the dragon's frightful presence and receive a morale bonus on their saving throws against fear equal to the dragon's class level + its Cha modifier. Allies within the aura cannot be panicked by an evil dragon's frightful presence, regardless of their Hit Dice. Enemies within the aura are affected normally by the dragon's frightful presence.																																																																																																																																																																																																																																																																																																																																																																																																																		SOURCEPAGE:p.97
Sacred Shield			KEY:Sacred Warder of Bahamut ~ Sacred Shield					CATEGORY:Special Ability	TYPE:Supernatural.Sacred Warder of Bahamut Class Feature.Class Features.SpecialQuality			DESC:At 7th level, a sacred warder gains the ability to surround itself with a protective aura that lasts 10 minutes and protects the dragon's body and equipment from attacks. The shield absorbs 10 points of damage per class level. Once the shield absorbs that much damage, it collapses. The damage can be from any source-weapons, spells, any energy type, and so on. Damage the dragon would not take anyway (fire damage against a gold dragon, for example, or weapon damage blocked by the dragon's damage reduction) does not count against the damage absorbed by the shield. The dragon can use this ability three times per day.																																																																																																																																																																																																																																																																																																																																																																																																																			SOURCEPAGE:p.97
Area Sacred Shield		KEY:Sacred Warder of Bahamut ~ Area Sacred Shield				CATEGORY:Special Ability	TYPE:Supernatural.Sacred Warder of Bahamut Class Feature.Class Features.SpecialQuality			DESC:At 12th level, a sacred warder of Bahamut can extend its sacred shield to protect an area with a radius of 30 feet. The dragon can place the barrier anywhere within its line of sight, and can choose to make it mobile with respect to an unattended object or willing creature (including the dragon itself ). The shield blocks incoming attacks, but creatures inside the shield can still attack out through the shield.																																																																																																																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.97

# Unholy Ravager of Tiamat
Weapon and Armor Proficiency	KEY:Unholy Ravager of Tiamat ~ Weapon and Armor Proficiency			CATEGORY:Special Ability	TYPE:Unholy Ravager of Tiamat Class Feature.Class Features.SpecialQuality					DESC:An unholy ravager gains no proficiency with any weapons, armor, or shields.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														SOURCEPAGE:p.97
Divine Conversion			KEY:Unholy Ravager of Tiamat ~ Divine Conversion				CATEGORY:Special Ability	TYPE:Unholy Ravager of Tiamat Class Feature.Class Features.SpecialQuality					DESC:At 1st level, an unholy ravager loses any effective sorcerer level it had previously gained by virtue of its age and draconic variety. Its effective divine spellcasting level increases by the number of sorcerer levels it sacrificed, allowing the dragon to cast cleric spells much more effectively. These effective levels apply only to the dragon's spellcasting, not to other class abilities (such as turning undead or wild shape). For example, a very old red dragon/1st-level cleric adopts the unholy ravager of Tiamat prestige class. Its sorcerer caster level of 13th converts into thirteen effective cleric levels in addition to its 1 level of cleric, giving the dragon the spellcasting ability of a 14th-level cleric.																																																																																																																																																																																																																																																																																																																																																																																																			SOURCEPAGE:p.97
Smite					KEY:Unholy Ravager of Tiamat ~ Smite						CATEGORY:Special Ability	TYPE:Unholy Ravager of Tiamat Class Feature.Class Features.SpecialQuality					DESC:An unholy ravager of Tiamat adds its class levels to its cleric levels to determine its bonus on damage when using its smite ability (the granted power of the Destruction domain). At 4th level, 8th level, and 12th level, an unholy ravager can use its smite ability one additional time per day.																																																																																																																																																																																																																																																																																																																																																																																																																																																																										SOURCEPAGE:p.98
Spellcasting			KEY:Unholy Ravager of Tiamat ~ Spellcasting					CATEGORY:Special Ability	TYPE:Unholy Ravager of Tiamat Class Feature.Class Features.SpecialQuality					DESC:From 2nd level on, when a new unholy ravager level is gained, the dragon gains new spells per day as if it had also gained a level in a divine spellcasting class it belonged to before it added the prestige class. It does not, however, gain any other benefit a character of that class would have gained (an improved chance of turning or rebuking undead, wild shape, and so on). This essentially means that the dragon adds the level of unholy ravager to the level of whatever divine spellcasting class the dragon has, then determines spells per day and caster level accordingly. If the dragon had more than one divine spellcasting class before becoming an unholy ravager, the dragon must decide to which class it adds each level of unholy ravager for the purpose of determining spells per day. A very old red dragon/1st-level cleric/2nd-level unholy ravager has the spellcasting ability of a 15th-level cleric: 13 from divine conversion of its sorcerer spellcasting levels, 1 from its single cleric level, and 1 from its two levels in the prestige class. If a dragon advances an age category after taking levels in this class, the added levels of spellcasting ability are added to its effective divine spellcasting level. If the very old red dragon example above lives to be ancient, its spellcasting level would increase by 2, so it would cast spells as a 17th-level cleric.																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.98
Breath Weapon Substitution	KEY:Unholy Ravager of Tiamat ~ Breath Weapon Substitution			CATEGORY:Special Ability	TYPE:SpellLike.Unholy Ravager of Tiamat Class Feature.Class Features.SpecialQuality				DESC:A 2nd-level unholy ravager of Tiamat can use breath weapon substitution at will. However, using this ability increases the number of rounds the dragon must wait before using its breath weapon again by 1 round, as if it were using a metabreath feat.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	SOURCEPAGE:p.98
Aura of Despair			KEY:Unholy Ravager of Tiamat ~ Aura of Despair					CATEGORY:Special Ability	TYPE:Supernatural.Unholy Ravager of Tiamat Class Feature.Class Features.SpecialQuality			DESC:At 3rd level, an unholy ravager's frightful presence alters slightly. In addition to the fear effect, creatures within the radius of the dragon's frightful presence take a -2 penalty on all saving throws. This penalty is applied before creatures roll their saving throws against the frightful presence effect itself.																																																																																																																																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.98
Profane Blast			KEY:Unholy Ravager of Tiamat ~ Profane Blast					CATEGORY:Special Ability	TYPE:Supernatural.Unholy Ravager of Tiamat Class Feature.Class Features.SpecialQuality			DESC:At 7th level, an unholy ravager of Tiamat can unleash a narrow blast of raw profane energy from its mouth three times per day. The blast is a ray, requiring a ranged touch attack, with a range of 400 feet + 40 feet per class level. The blast looks and feels like energy of the same type as the dragon's breath weapon. If it hits a target, it deals the same number of dice worth of damage as the dragon's breath weapon, but uses d12s. (So, a great wyrm blue dragon would deal 24d12 points of damage with its profane blast.) The damage it deals results directly from divine power and is therefore not subject to being reduced by protection from energy and similar magic. Each use of this ability counts as a use of the dragon's breath weapon, so it cannot use its breath weapon for 1d4 rounds after issuing a profane blast. An unholy ravager can target a creature behind a wall of force, prismatic wall, or prismatic sphere with its profane blast. The dragon makes a special dispel check, rolling 1d20 + its age category + its class level against a DC of 11 + the effect's caster level. If this check is successful, the effect is instantly negated (all layers in a prismatic effect are destroyed) and the ray goes on to strike the intended target (if the ranged touch attack roll is successful). A profane blast is stopped normally by a sacred warder of Bahamut's sacred shield.																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.99
Mass Profane Blast		KEY:Unholy Ravager of Tiamat ~ Mass Profane Blast				CATEGORY:Special Ability	TYPE:Supernatural.Unholy Ravager of Tiamat Class Feature.Class Features.SpecialQuality			DESC:At 12th level, an unholy ravager of Tiamat's profane blast occupies the same area as its breath weapon and affects all creatures within that area. The dragon can choose whether to use a ray profane blast or a mass profane blast, and can use both abilities no more than a total of three times per day. If a wall of force or prismatic effect is within the area of a mass profane blast, the dragon makes a special dispel check as described above for each such effect within the area.																																																																																																																																																																																																																																																																																																																																																																																																																																											SOURCEPAGE:p.99


###Block: PC Prestige Classes
# Dracolyte
# Ability Name				Unique Key											SORTKEY				Category of Ability		Type														Description																																																																																																																																																																																																																																																																																					Virtual Feat			Ability																																																																																								Source Page
Weapon and Armor Proficiency		KEY:Dracolyte ~ Weapon and Armor Proficiency										CATEGORY:Special Ability	TYPE:Dracolyte Class Feature.SpecialQuality							DESC:A dracolyte gains no proficiency with any weapons, armor, or shields.																																																																																																																																																																																																																																																																																																																																																																								SOURCEPAGE:p.122
Spellcasting				KEY:Dracolyte ~ Spellcasting													CATEGORY:Special Ability	TYPE:Dracolyte Class Feature.SpecialQuality							DESC:When a new dracolyte level is gained, the character gains new spells per day as if he had also gained a level in a divine spellcasting class he belonged to before he added the prestige class. He does not, however, gain any other benefit a character of that class would have gained (improved chance of controlling or rebuking undead, and so on). This essentially means that the character adds the level of dracolyte to the level of whatever divine spellcasting class the character has, then determines spells per day and caster level accordingly. If a character had more than one divine spellcasting class before he became a dracolyte, he must decide to which class he adds each level of dracolyte for the purpose of determining spells per day.																																																																																																																																																																																																																																																								SOURCEPAGE:p.122
Prestige Domain				KEY:Dracolyte ~ Prestige Domain												CATEGORY:Special Ability	TYPE:Extraordinary.Dracolyte Class Feature.SpecialQuality					DESC:At 1st level, a dracolyte gains access to a prestige domain based on his alignment. Goodaligned dracolytes (and neutral clerics who channel positive energy) gain access to the Glory prestige domain (and its granted power), while evil-aligned dracolytes (and neutral clerics who channel negative energy) gain access to the Domination prestige domain (and its granted power). Dracolytes who are neither good nor evil (and who don't channel positive or negative energy) can select either of these domains, but once made, the choice can never be altered. The spells associated with the prestige domain can be selected to fill any domain spell slots the dracolyte has available. If the prestige domain is the character's only domain, he gains the ability to cast a domain spell of each spell level to which he has access once per day, in addition to those spells he already casts. Prestige domains are presented and explained in the Cleric Domains section, beginning on page 107.																																																																																																																																																																																																																	SOURCEPAGE:p.123
Alertness					KEY:Dracolyte ~ Alertness													CATEGORY:Special Ability	TYPE:Dracolyte Class Feature.SpecialQuality							DESC:At 3rd level, a dracolyte gains Alertness as a bonus feat.																																																																																																																																																																																																																																																																												ABILITY:FEAT|VIRTUAL|Alertness																																																																																												SOURCEPAGE:p.123
Foster Dragon				KEY:Dracolyte ~ Foster Dragon													CATEGORY:Special Ability	TYPE:Dracolyte Class Feature.SpecialQuality							DESC:At 5th level, a dracolyte is entrusted with the care of a wyrmling dragon. The kind of dragon is up to the DM, but the dragon's alignment should match the dracolyte's. The wyrmling dragon follows the dracolyte loyally, and will even accompany him on adventures (though it receives no XP and can't attain new levels). If the wyrmling dies, the dracolyte cannot gain any additional dracolyte levels until he receives an atonement spell from another dracolyte or a cleric who worships a draconic deity.																																																																																																																																																																																																																																																																																																SOURCEPAGE:p.123
Immunities					KEY:Dracolyte ~ Immunities													CATEGORY:Special Ability	TYPE:Extraordinary.Dracolyte Class Feature.SpecialQuality					DESC:A 7th-level dracolyte gains immunity to magic sleep and paralysis effects.																																																																																																																																																																																																																																																																																																																																																																							SOURCEPAGE:p.123
Keen Senses					KEY:Dracolyte ~ Keen Senses													CATEGORY:Special Ability	TYPE:Extraordinary.Dracolyte Class Feature.SpecialQuality					DESC:At 9th level, a dracolyte gains darkvision out to 60 feet and low-light vision.																																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.123
Summon Dragon				KEY:Dracolyte ~ Summon Dragon													CATEGORY:Special Ability	TYPE:SpellLike.Dracolyte Class Feature.SpecialQuality						DESC:A 10th-level dracolyte can, as a full-round action, summon a dragon once per day. This ability is similar to a summon monster spell, except that the dracolyte summons an adult dragon of the same kind as the wyrmling dragon entrusted to his care (see above). The summoned dragon remains for 10 rounds and follows the dracolyte's commands.																																																																																																																																																																																																																																																																																																																											SOURCEPAGE:p.123

# Dragonkith
Weapon and Armor Proficiency		KEY:Dragonkith ~ Weapon and Armor Proficiency										CATEGORY:Special Ability	TYPE:Dragonkith Class Feature.SpecialQuality							DESC:A dragonkith gains no proficiency with any weapons, armor, or shields.																																																																																																																																																																																																																																																																																																																																																																								SOURCEPAGE:p.124
Scales					KEY:Dragonkith ~ Scales														CATEGORY:Special Ability	TYPE:Extraordinary.Dragonkith Class Feature.SpecialQuality					DESC:A dragonkith, over time, develops crusty scales the same color as her dragon companion. At 1st level, this protection adds +1 to the natural armor bonus of the dragonkith, and its natural armor bonus improves by an additional +1 every three levels. If the dragonkith already has natural armor as an aspect of its creature kind (and not from a spell or magic item), this bonus stacks with its existing natural armor bonus.																																																																																																																																																																																																																																																																																																													SOURCEPAGE:p.124
Telepathic Plea				KEY:Dragonkith ~ Telepathic Plea												CATEGORY:Special Ability	TYPE:Supernatural.Dragonkith Class Feature.SpecialQuality					DESC:Wherever a dragonkith is, its dragon companion can send an instantaneous, telepathic plea for help at any time. No details are provided in the message, other than that the dragon is in danger. This communication does not work both ways (the dragonkith cannot alert the dragon).																																																																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.124
Mighty Attack				KEY:Dragonkith ~ Mighty Attack												CATEGORY:Special Ability	TYPE:Supernatural.Dragonkith Class Feature.SpecialQuality					DESC:At 2nd level, once per day, a dragonkith can call upon its dragon's might to deal an extra 1d6 points of damage on a single attack. The dragonkith must decide before an attack is resolved whether it will use this power. If the attack misses, that use of the mighty attack is wasted. For every three levels beyond 2nd, the damage increases by another 1d6.																																																																																																																																																																																																																																																																																																																									SOURCEPAGE:p.124
Detect Treasure				KEY:Dragonkith ~ Detect Treasure												CATEGORY:Special Ability	TYPE:SpellLike.Dragonkith Class Feature.SpecialQuality					DESC:Once per day, a dragonkith of 3rd level or higher can use a detect treasure ability. This works like the detect magic spell, except that it senses Medium or smaller objects that are worth more than 100 gp. On the first round, the dragonkith detects the presence of such objects; on the second round, the power reveals the number of objects and the location of each. In each subsequent round, the dragonkith can make an Appraise check to estimate the value of one object.																																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.124
Energy Resistance				KEY:Dragonkith ~ Energy Resistance												CATEGORY:Special Ability	TYPE:Supernatural.Dragonkith Class Feature.SpecialQuality					DESC:A dragonkith develops an ever stronger resistance to the energy associated with its dragon companion's breath weapon. Beginning at 3rd level, it can ignore some damage of the type generated by its dragon companion's breath weapon. This ability applies to sources of the energy type other than the dragon companion's breath weapon. Thus, a dragonkith with a red dragon companion gains resistance to fire 5 at 3rd level, effective against fire from any source. This resistance improves to 10 at 7th level and to 15 at 9th level. In the case of dragons with multiple breath weapons, the dragonkith gains resistance to one type of damaging breath.																																																																																																																																																																																																																																																																								SOURCEPAGE:p.124
Telepathic Link				KEY:Dragonkith ~ Telepathic Link												CATEGORY:Special Ability	TYPE:Supernatural.Dragonkith Class Feature.SpecialQuality					DESC:At 4th level, a dragonkith develops a telepathic link with its companion dragon out to a distance of up to 1 mile. The dragonkith and dragon can communicate telepathically. Because of this link, one has the same connection to an item or place that the other does. For instance, if the dragonkith has seen a room, its dragon companion can teleport into that room as if she had seen it too.																																																																																																																																																																																																																																																																																																																			SOURCEPAGE:p.124
Sorcerous Knack				KEY:Dragonkith ~ Sorcerous Knack												CATEGORY:Special Ability	TYPE:SpellLike.Dragonkith Class Feature.SpecialQuality					DESC:At 6th level, a dragonkith acquires the ability to cast a single arcane spell once per day as a sorcerer of its class level. The dragonkith must choose a spell known to its dragon companion, and it must have a Charisma score of at least 10 + the spell's level to use the spell by means of the sorcerous knack ability. Once the spell is chosen, that decision can never be changed.																																																																																																																																																																																																																																																																																																																				SOURCEPAGE:p.124
Share Spells				KEY:Dragonkith ~ Share Spells													CATEGORY:Special Ability	TYPE:Supernatural.Dragonkith Class Feature.SpecialQuality					DESC:At either the dragon's or the dragonkith's option, any spell one casts on itself also affects the other. The two must be touching at the time. If the spell has a duration other than instantaneous, the spell stops affecting them if they move farther than 100 feet apart. The spell's effect will not be restored even if they return to each other before the duration would otherwise have ended. The dragon and dragonkith can share spells even if the spells normally do not affect creatures of their respective types.																																																																																																																																																																																																																																																																																														SOURCEPAGE:p.124

# Dragonrider
Weapon and Armor Proficiency		KEY:Dragonrider ~ Weapon and Armor Proficiency										CATEGORY:Special Ability	TYPE:Dragonrider Class Feature.SpecialQuality							DESC:A dragonrider gains proficiency with the lance, longspear, short bow, and all simple weapons. Dragonriders are proficient with light, medium, and heavy armor and with shields.																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.125
Dragonriding				KEY:Dragonrider ~ Dragonriding												CATEGORY:Special Ability	TYPE:Extraordinary.Dragonrider Class Feature.SpecialQuality					DESC:A dragonrider may add his class level as a bonus to any Ride checks made in conjunction with riding a dragon. In addition, any dragon ridden by a dragonrider enjoys maneuverability of one grade better than normal (maximum perfect maneuverability). For instance, an adult green dragon with a dragonrider astride it has average maneuverability rather than poor.																																																																																																																																																																																																																																																																																																																								SOURCEPAGE:p.125
Immune to Frightful Presence		KEY:Dragonrider ~ Immune to Frightful Presence										CATEGORY:Special Ability	TYPE:Supernatural.Dragonrider Class Feature.SpecialQuality					DESC:While mounted on or within 10 feet of his dragon mount, a dragonrider is immune to the frightful presence of dragons.																																																																																																																																																																																																																																																																																																																																																																SOURCEPAGE:p.125
Mounted Spellcasting			KEY:Dragonrider ~ Mounted Spellcasting											CATEGORY:Special Ability	TYPE:Extraordinary.Dragonrider Class Feature.SpecialQuality					DESC:A dragonrider has a +5 bonus on Concentration checks made to cast a spell while riding a mount.																																																																																																																																																																																																																																																																																																																																																																				SOURCEPAGE:p.125
Bonus Feat					KEY:Dragonrider ~ Bonus Feat													CATEGORY:Special Ability	TYPE:Dragonrider Class Feature.SpecialQuality							DESC:At 3rd level, a dragonrider gains a bonus feat drawn from the following list: Mounted Archery, Ride-By Attack, Spirited Charge, Trample, Weapon Focus (lance), Weapon Specialization (lance). He must meet all theprerequisites for this bonus feat.																																																																																																																																																																																																																																																																																																																																											SOURCEPAGE:p.125
Flyby Attack				KEY:Dragonrider ~ Flyby Attack												CATEGORY:Special Ability	TYPE:Extraordinary.Dragonrider Class Feature.SpecialQuality					DESC:Any dragon mount ridden by a dragonrider of at least 4th level is treated as having the Flyby Attack feat.																																																																																																																																																																																																																																																																																																																																																																		SOURCEPAGE:p.125
Spur Mount					KEY:Dragonrider ~ Spur Mount													CATEGORY:Special Ability	TYPE:Extraordinary.Dragonrider Class Feature.SpecialQuality					DESC:A 5th-level dragonrider can make a DC 20 Ride check to spur his dragon mount to greater speed. Success on this check increases the dragon's speed (flying and otherwise) by 50%% (round down to the nearest 5-foot increment), for 5 rounds.																																																																																																																																																																																																																																																																																																																																												SOURCEPAGE:p.125

# Dragonslayer
Weapon and Armor Proficiency		KEY:Dragonslayer ~ Weapon and Armor Proficiency										CATEGORY:Special Ability	TYPE:Dragonslayer Class Feature.SpecialQuality							DESC:A dragonslayer gains proficiency with all simple and martial weapons, with all types of armor, and with shields and tower shields.																																																																																																																																																																																																																																																																																																																																																														SOURCEPAGE:p.126
Spellcasting				KEY:Dragonslayer ~ Spellcasting												CATEGORY:Special Ability	TYPE:Dragonslayer Class Feature.SpecialQuality							DESC:Each time a character attains an oddnumbered dragonslayer level, the character gains new spells per day and spells known as if he had also gained a level in a spellcasting class he belonged to before he added the prestige class. He does not, however, gain any other benefit a character of that class would have gained (improved chance of controlling or rebuking undead, metamagic or item creation feats, and so on). This essentially means that the character adds the level of dragonslayer to the level of whatever spellcasting class the character has, then determines spells per day and caster level accordingly. If a character takes one or more levels in this class before having any levels in a spellcasting class, he does not receive this spellcasting benefit. If he thereafter takes levels in one or more spellcasting classes, he becomes eligible to receive the spellcasting benefit for any level in the dragonslayer class that he has not already attained. For example, a 5th-level fighter/1st-level dragonslayer does not receive the spellcasting benefit for being a 1st-level dragonslayer because he did not belong to a spellcasting class before taking a level in the prestige class. If he then picks up one or more levels of wizard before advancing to 3rd level in the dragonslayer class, he receives the spellcasting benefit of a 3rd-level dragonslayer (when he attains that level) but does not receive the 1stlevel benefit retroactively.																																																																																																																																			SOURCEPAGE:p.126
Aura of Courage				KEY:Dragonslayer ~ Aura of Courage												CATEGORY:Special Ability	TYPE:Supernatural.Dragonslayer Class Feature.SpecialQuality					DESC:At 1st level, a dragonslayer gains immunity to fear (magical or otherwise). Allies within 10 feet of the dragonslayer gain a +4 morale bonus on saving throws against fear effects.																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.126
Damage Bonus				KEY:Dragonslayer ~ Damage Bonus												CATEGORY:Special Ability	TYPE:Extraordinary.Dragonslayer Class Feature.SpecialQuality				DESC:A dragonslayer gains a bonus on weapon damage rolls against dragons equal to his class level.																																																																																																																																																																																																																																																																																																																																																																				SOURCEPAGE:p.126
Overcome Draconic Spell Resistance	KEY:Dragonslayer ~ Overcome Draconic Spell Resistance									CATEGORY:Special Ability	TYPE:Extraordinary.Dragonslayer Class Feature.SpecialQuality				DESC:Beginning at 2nd level, a dragonslayer may add his class level to any caster level checks made to overcome a dragon's spell resistance.																																																																																																																																																																																																																																																																																																																																																													SOURCEPAGE:p.126
Damage Reduction				KEY:Dragonslayer ~ Damage Reduction												CATEGORY:Special Ability	TYPE:Extraordinary.Dragonslayer Class Feature.SpecialQuality				DESC:At 3rd level, a dragonslayer gains damage reduction 1/-. This improves to damage reduction 2/- at 6th level, and to damage reduction 3/- at 9th level.																																																																																																																																																																																																																																																																																																																																																										SOURCEPAGE:p.126
Energy Resistance				KEY:Dragonslayer ~ Energy Resistance											CATEGORY:Special Ability	TYPE:Supernatural.Dragonslayer Class Feature.SpecialQuality					DESC:At 5th level, a dragonslayer gains resistance to acid 5, cold 5, electricity 5, fire 5, and sonic 5. These resistances improve to 10 at 10th level. These resistances don't stack with any other similar effects.																																																																																																																																																																																																																																																																																																																																																	SOURCEPAGE:p.126
Lightning Reflexes			KEY:Dragonslayer ~ Lightning Reflexes											CATEGORY:Special Ability	TYPE:Dragonslayer Class Feature.SpecialQuality							DESC:A dragonslayer gains Lightning Reflexes as a bonus feat at 6th level.																																																																																																																																																																																																																																																																										ABILITY:FEAT|VIRTUAL|Lightning Reflexes																																																																																										SOURCEPAGE:p.127
Improved Critical				KEY:Dragonslayer ~ Improved Critical											CATEGORY:Special Ability	TYPE:Extraordinary.Dragonslayer Class Feature.SpecialQuality				DESC:A 7th-level dragonslayer gains the effect of the Improved Critical feat for any weapon he uses against a dragon. This benefit does not stack with any other ability that increases the threat range of a weapon.																																																																																																																																																																																																																																																																																																																																																	SOURCEPAGE:p.127
